distance_km,driver_experience_years,restaurant_rating,order_items,preparation_time_min,weather,traffic_level,time_of_day,vehicle_type,delivery_area,day_of_week,delivery_time_min
4.2,1.7,3.6,5,7.4,Rain,Medium,Night,Bike,Urban,Friday,34.4
9.09,7.3,4.5,3,10.2,Clear,High,Afternoon,Bicycle,Urban,Tuesday,63.2
5.92,3.7,4.2,4,10.0,Rain,Medium,Evening,Car,Urban,Friday,42.5
1.38,7.3,3.9,4,22.0,Clear,Medium,Evening,Bike,Urban,Saturday,33.5
15.09,2.2,4.1,2,9.3,Cloudy,Medium,Evening,Scooter,Rural,Friday,60.3
1.09,3.1,4.3,4,20.7,Fog,Medium,Evening,Scooter,Suburban,Thursday,37.7
10.03,5.8,4.0,1,40.9,Cloudy,Low,Evening,Car,Suburban,Friday,75.0
4.47,6.2,3.8,3,23.9,Clear,High,Evening,Bicycle,Urban,Monday,59.6
,4.4,4.2,3,20.8,Rain,Medium,Afternoon,Car,Urban,Tuesday,51.7
2.03,4.9,4.2,3,30.1,Fog,Medium,Morning,Car,Suburban,Tuesday,54.8
4.64,6.1,3.4,2,23.7,Cloudy,High,Evening,Scooter,Suburban,Wednesday,55.8
5.67,3.4,4.1,5,25.0,Rain,High,Morning,Bike,Suburban,Sunday,66.9
5.35,3.7,3.8,3,12.8,Rain,Medium,Afternoon,Scooter,Suburban,Tuesday,37.8
4.42,10.4,4.3,4,17.0,Rain,Medium,Morning,Car,Urban,Monday,36.8
9.09,2.3,3.5,2,12.2,Clear,Low,Afternoon,Bike,Rural,Saturday,44.5
6.16,1.0,3.7,6,22.7,Cloudy,Medium,Morning,Scooter,Urban,Saturday,50.0
2.78,3.8,3.3,4,7.0,Rain,High,Evening,Bike,Urban,Thursday,40.3
9.32,3.7,4.3,4,18.3,Fog,Medium,Evening,Bike,Rural,Wednesday,55.8
5.09,1.3,3.6,9,29.0,Clear,High,Evening,Car,Urban,Thursday,60.2
3.83,3.5,3.6,4,12.6,Clear,Low,Afternoon,Bike,Urban,Friday,25.5
1.11,1.0,4.1,6,13.2,Clear,Low,Afternoon,Car,Urban,Saturday,25.5
4.46,2.1,4.1,4,17.7,Rain,High,Evening,,Urban,Tuesday,55.0
10.77,4.6,4.4,1,,Rain,High,Afternoon,Scooter,Rural,Sunday,77.4
4.2,1.1,4.4,3,10.1,Cloudy,Low,Evening,Car,Suburban,Friday,
3.37,2.9,4.6,2,15.3,Clear,Medium,Morning,Car,Urban,Saturday,40.2
7.12,0.5,4.8,6,23.0,,Low,Night,Car,Rural,Monday,48.2
3.9,2.3,4.5,3,20.2,Rain,Medium,Morning,Bike,Suburban,Sunday,46.3
4.57,7.3,4.3,3,8.9,Clear,High,Evening,Bike,Rural,Thursday,45.6
9.51,13.4,4.2,8,11.6,Clear,High,Evening,Car,Urban,Wednesday,56.3
5.17,,4.4,3,12.7,Clear,Medium,Afternoon,Car,Urban,Wednesday,36.4
4.78,4.4,3.4,2,23.9,Rain,Medium,Evening,Car,Urban,Wednesday,50.6
7.95,1.4,4.1,2,13.2,Cloudy,High,Morning,Car,Urban,Tuesday,71.1
1.83,,3.5,7,,Clear,Medium,Evening,Bike,Suburban,Monday,35.9
2.61,8.1,3.9,2,14.8,Clear,Medium,Evening,Bike,Urban,Tuesday,31.5
2.44,3.5,3.6,5,9.0,Fog,High,Morning,Bicycle,Urban,Thursday,54.1
4.95,6.7,4.3,7,21.2,Clear,Medium,Morning,Scooter,Suburban,Friday,31.6
1.78,2.1,4.4,2,27.7,Cloudy,Medium,Evening,Car,Urban,Saturday,42.9
6.51,0.7,4.6,2,7.4,Clear,Medium,Afternoon,Scooter,Urban,Friday,30.8
4.85,2.7,3.8,3,20.1,Clear,Medium,Evening,Bicycle,Suburban,Monday,47.0
6.38,2.1,,5,37.9,Rain,Medium,Evening,Car,Rural,Thursday,76.2
1.24,6.4,4.6,4,33.3,Rain,High,Evening,Bike,Urban,Friday,62.8
11.37,6.5,4.0,7,14.9,Clear,Low,Afternoon,Car,Rural,Saturday,47.4
0.85,1.3,3.9,4,,Fog,Medium,Evening,Bike,Suburban,Wednesday,45.1
2.16,4.7,4.4,5,16.6,Clear,High,Night,Scooter,Suburban,Sunday,31.9
3.51,5.7,4.3,4,21.6,Rain,High,Morning,Car,Urban,Saturday,58.6
3.32,2.4,4.5,5,22.5,Clear,High,Afternoon,Bike,Suburban,Saturday,45.3
2.37,3.8,4.3,1,14.0,Clear,Medium,Morning,Bike,Suburban,Friday,28.3
6.25,5.2,4.0,5,11.9,Rain,Medium,Afternoon,Scooter,Urban,Wednesday,38.3
6.15,6.9,4.7,3,21.5,Fog,High,Evening,Bicycle,Rural,Sunday,74.8
8.1,3.8,,2,9.3,Rain,,Afternoon,Bike,Rural,Sunday,42.0
4.14,4.5,4.1,3,13.2,Cloudy,High,Evening,Scooter,Urban,Saturday,43.9
4.15,5.6,4.5,5,15.0,Rain,Medium,Afternoon,Scooter,Suburban,Sunday,35.4
1.43,1.3,4.1,3,29.2,Rain,Medium,Morning,Bike,Urban,Sunday,51.2
4.0,0.4,3.8,4,9.6,Clear,Medium,Afternoon,Car,Suburban,Saturday,32.5
2.56,5.1,4.2,2,14.4,Cloudy,Medium,Evening,Scooter,Suburban,Tuesday,28.4
2.44,3.9,4.9,2,8.9,Cloudy,High,Evening,Car,Urban,Thursday,42.8
4.66,1.2,4.5,4,12.4,Cloudy,,Afternoon,Car,Urban,Friday,31.1
1.76,5.4,4.3,7,9.9,Fog,High,Evening,Bicycle,Urban,Saturday,54.3
6.01,1.2,3.8,4,12.3,Cloudy,Medium,Morning,Car,Rural,Thursday,51.9
3.65,,3.7,3,7.8,Clear,Medium,Afternoon,Bike,Urban,Thursday,30.0
9.7,5.2,4.1,2,12.4,Clear,Medium,Morning,Car,Rural,Sunday,49.2
2.24,6.5,3.9,5,15.5,Rain,Medium,Night,Scooter,Urban,Thursday,29.5
5.4,2.7,4.2,5,14.9,Clear,Medium,Evening,Bike,Urban,Monday,39.2
12.39,6.2,4.2,4,25.7,Rain,High,Evening,Scooter,Rural,Friday,88.6
6.31,2.9,3.6,8,18.6,Clear,Medium,Morning,Car,Urban,Wednesday,45.1
1.35,1.7,3.8,6,18.3,Clear,High,Morning,Bike,Urban,Tuesday,37.6
6.2,2.1,4.0,4,18.4,Rain,High,Evening,Scooter,Urban,Friday,61.7
6.37,2.4,4.3,8,23.5,Clear,Medium,Afternoon,Scooter,Urban,Sunday,48.6
10.76,0.2,4.3,2,15.2,Rain,High,Night,Bike,Urban,Wednesday,73.6
1.51,5.6,3.8,5,30.7,Clear,High,Evening,Car,Urban,Wednesday,52.9
8.78,4.4,3.7,6,13.6,Cloudy,Medium,Afternoon,Bike,Suburban,Thursday,39.0
0.83,2.1,3.8,3,18.3,Cloudy,Medium,Evening,Car,Urban,Friday,37.9
6.52,4.7,4.5,5,11.3,Fog,Low,Night,Car,Urban,Wednesday,36.0
7.36,1.1,4.0,6,11.5,Clear,Low,Afternoon,Scooter,Urban,Thursday,30.1
6.34,4.8,4.2,4,18.3,Clear,High,Evening,Scooter,Urban,Friday,55.4
5.35,5.4,4.3,4,18.8,Cloudy,High,Night,Bike,Rural,Sunday,57.4
8.42,1.0,4.6,2,14.6,Storm,High,Afternoon,Bike,Urban,Wednesday,78.8
15.2,5.9,3.7,3,16.2,Rain,Medium,Evening,Scooter,Urban,Friday,60.5
1.69,3.0,4.6,3,8.1,Rain,Low,Morning,Bike,Suburban,Saturday,28.0
7.42,3.0,4.4,6,14.7,Cloudy,High,Evening,Car,Rural,Tuesday,61.7
2.2,1.0,4.8,5,32.0,Cloudy,Medium,Evening,Scooter,Suburban,Saturday,44.8
5.66,6.6,4.7,3,19.5,Rain,High,Evening,Bike,Suburban,Wednesday,53.3
8.39,6.6,4.2,5,24.6,Rain,Medium,Afternoon,Bike,Rural,Monday,57.0
5.89,8.8,3.9,5,22.1,Rain,Medium,Evening,Car,Suburban,Monday,47.0
8.67,7.0,4.4,2,23.6,Rain,Medium,Morning,Bike,Rural,Monday,62.9
4.17,3.9,3.7,3,12.9,Rain,Medium,Morning,Scooter,Urban,Saturday,41.5
3.77,4.2,4.2,4,19.1,Clear,Medium,Afternoon,Bike,Suburban,Friday,32.9
0.85,0.4,3.9,3,19.5,Clear,High,Evening,Bicycle,Suburban,Saturday,42.6
9.18,0.3,4.1,5,29.3,Storm,Medium,Afternoon,Scooter,Rural,Saturday,77.6
1.11,3.1,3.3,3,17.5,Cloudy,Low,Afternoon,Scooter,Urban,Wednesday,24.5
1.27,3.0,4.1,4,9.5,Clear,Medium,Evening,Scooter,Suburban,Sunday,21.4
8.53,1.6,4.2,3,13.8,Cloudy,High,Afternoon,Bike,Urban,Sunday,62.0
5.58,3.2,3.9,2,22.8,Cloudy,Medium,Afternoon,Car,Suburban,Wednesday,48.4
5.29,1.9,4.1,5,,Rain,High,Afternoon,Bike,Urban,Saturday,56.0
4.07,6.6,3.7,4,28.4,Rain,High,Morning,Bike,Suburban,Saturday,59.4
13.51,3.6,4.4,4,21.2,Clear,High,Evening,Bike,Suburban,Thursday,83.1
4.0,2.0,4.2,6,31.0,Cloudy,Low,Afternoon,Scooter,Urban,Monday,44.9
3.53,6.6,5.0,4,10.8,Clear,High,Morning,Car,Urban,Wednesday,35.9
3.44,1.1,4.3,3,16.8,Fog,Low,Night,Bike,Urban,Sunday,37.8
7.65,11.2,4.3,6,16.8,Clear,High,Evening,Car,Suburban,Friday,56.7
3.87,4.0,4.0,7,31.5,Cloudy,High,Evening,Car,Suburban,Saturday,59.3
4.67,3.1,4.6,5,15.9,Cloudy,Medium,Evening,Bike,Suburban,Sunday,37.8
8.03,0.8,4.0,2,15.3,Cloudy,High,Night,Bike,Urban,Tuesday,58.1
5.37,3.4,4.8,2,12.3,Cloudy,Low,Afternoon,Bike,Suburban,Sunday,26.9
6.8,2.9,4.8,8,21.5,Rain,Medium,Evening,Bike,Suburban,Thursday,43.3
2.18,5.1,4.0,1,12.4,Cloudy,High,Evening,Car,Urban,Saturday,40.7
1.53,3.1,4.0,5,16.6,Clear,Low,Afternoon,Scooter,Urban,Wednesday,19.0
9.66,1.2,3.9,3,11.3,Clear,High,Morning,Bike,Urban,Wednesday,66.9
6.65,2.7,3.6,5,21.8,Cloudy,High,Morning,Car,Urban,Wednesday,62.8
5.75,1.9,4.3,6,17.8,Clear,Medium,Evening,Bike,Urban,Wednesday,43.6
4.88,1.1,4.2,3,20.2,,High,Evening,Car,Urban,Monday,64.1
3.82,7.3,4.4,4,9.7,Clear,Medium,Evening,Scooter,Urban,Wednesday,31.8
2.25,0.7,4.1,5,13.6,Rain,High,Afternoon,Bike,Urban,Friday,41.5
2.19,6.7,4.5,7,12.2,Clear,Medium,Morning,Scooter,Urban,Sunday,28.0
1.5,3.5,4.1,5,16.6,Rain,Medium,Afternoon,Bike,Suburban,Monday,28.2
1.13,5.4,4.1,3,29.9,Clear,High,Afternoon,Bicycle,Urban,Monday,50.3
1.91,7.7,4.2,3,20.0,Cloudy,Low,Night,Scooter,Urban,Friday,28.9
2.91,2.1,4.4,7,22.5,Clear,Medium,Evening,Car,Suburban,Friday,37.1
9.61,3.6,4.0,4,25.1,Cloudy,Low,Night,Bicycle,Urban,Friday,64.0
1.08,,4.5,2,20.9,Clear,High,Evening,Scooter,Urban,Sunday,36.6
4.18,2.9,3.9,3,9.9,Rain,Medium,Night,Car,Urban,Tuesday,37.2
10.21,5.2,4.0,4,16.6,Cloudy,High,Afternoon,Scooter,Urban,Thursday,65.4
7.61,3.2,3.4,5,13.8,,Medium,Morning,Bike,Suburban,Sunday,44.0
3.88,3.6,4.0,7,30.2,Rain,High,Morning,Bicycle,Urban,Friday,71.7
2.31,1.5,3.7,3,13.8,Cloudy,Medium,Afternoon,Scooter,Urban,Friday,30.3
0.65,3.1,4.4,6,,Rain,High,Afternoon,Car,Urban,Sunday,42.9
7.85,2.4,4.3,3,15.4,Clear,Medium,Morning,Scooter,Rural,Wednesday,45.1
6.09,3.4,4.6,7,24.1,Cloudy,High,Night,Bike,Urban,Tuesday,58.6
2.35,1.4,4.8,7,16.5,Clear,High,Morning,Bike,Urban,Monday,40.9
7.96,2.1,4.1,3,20.6,Rain,Medium,Night,Bike,Urban,Saturday,56.0
3.56,4.0,3.9,2,15.9,Clear,High,Evening,Bike,Suburban,Saturday,43.2
4.75,5.0,4.3,5,8.5,Clear,High,Evening,Scooter,Suburban,Tuesday,41.6
3.89,,4.0,3,16.2,Cloudy,High,Evening,Bike,Suburban,Thursday,47.0
7.89,2.7,3.9,5,23.8,Cloudy,High,Afternoon,Bicycle,Urban,Friday,79.4
8.05,2.0,4.1,5,19.3,Clear,Medium,Evening,Scooter,Urban,Monday,49.7
5.51,0.6,3.9,6,16.5,Cloudy,Medium,Morning,Scooter,Suburban,Saturday,46.0
3.14,7.5,4.9,5,34.8,Rain,Medium,Night,Bike,Urban,Wednesday,53.6
8.49,6.4,4.0,4,17.4,Clear,High,Afternoon,Bike,Rural,Saturday,68.4
13.89,8.2,4.1,7,14.0,Clear,Medium,Afternoon,Scooter,Urban,Saturday,52.3
10.59,8.0,4.5,6,27.4,Storm,High,Evening,Bike,Urban,Wednesday,96.3
4.03,4.2,5.0,3,10.2,Fog,High,Evening,Scooter,Urban,Friday,55.8
1.58,12.7,,5,21.2,Clear,Medium,Afternoon,Scooter,Urban,Saturday,27.7
7.06,2.9,3.4,4,13.0,Cloudy,Medium,Evening,Bike,Suburban,Wednesday,37.6
2.73,3.6,4.1,6,12.0,Clear,High,Morning,Scooter,Urban,Tuesday,39.8
9.32,2.0,3.5,4,18.0,Fog,High,Evening,Bike,Urban,Saturday,89.3
2.33,1.1,,5,14.9,Cloudy,Low,Afternoon,Bike,Suburban,Friday,25.0
2.75,2.4,4.7,7,23.2,Clear,High,Afternoon,Car,Suburban,Saturday,46.2
1.44,2.2,3.8,7,27.3,Clear,High,Morning,Bike,Suburban,Wednesday,45.5
16.51,5.4,3.8,4,24.3,Cloudy,Low,Afternoon,Bike,Rural,Friday,65.2
6.11,3.9,4.5,4,18.2,Clear,High,Afternoon,Scooter,Rural,Friday,49.5
6.7,4.6,,3,16.9,Rain,Medium,Afternoon,Scooter,Urban,Wednesday,42.9
3.41,4.2,4.6,8,21.4,Cloudy,Medium,Morning,Bicycle,Suburban,Tuesday,39.1
7.52,4.2,4.0,4,30.3,Cloudy,High,Morning,Car,Rural,Thursday,74.7
2.67,2.1,4.4,5,13.8,Rain,Medium,Afternoon,Car,Urban,Saturday,37.3
9.19,4.1,3.6,4,30.9,Clear,Medium,Morning,Scooter,Suburban,Tuesday,62.0
18.87,5.7,3.8,4,9.6,Clear,High,Evening,Scooter,Urban,Sunday,92.5
8.55,7.2,4.1,4,,Clear,Medium,Night,Bike,Suburban,Tuesday,56.7
0.82,6.4,4.0,4,18.6,Rain,Low,Afternoon,Car,Urban,Saturday,33.0
6.72,5.1,5.0,4,30.1,Clear,Medium,Night,Scooter,Suburban,Tuesday,47.5
3.43,3.8,4.5,4,13.2,Rain,Medium,Morning,Bike,Urban,Saturday,44.0
3.59,2.5,4.5,2,19.8,Cloudy,Medium,Morning,Scooter,Suburban,Friday,36.2
,4.2,4.1,4,23.2,Cloudy,Medium,Evening,Car,Urban,Friday,46.9
3.92,8.4,3.6,4,32.1,Cloudy,High,Evening,Scooter,Suburban,Sunday,55.0
,2.8,4.8,4,32.0,Clear,High,Evening,Bike,Urban,Monday,65.9
3.32,9.6,3.5,5,17.6,Clear,Medium,Morning,Bicycle,Suburban,Tuesday,38.9
7.18,4.4,3.9,5,15.4,Rain,High,Evening,Bike,Urban,Monday,63.9
4.12,7.4,4.4,5,17.1,Clear,Low,Afternoon,Bicycle,Urban,Thursday,31.3
4.18,2.2,5.0,2,24.5,Cloudy,Low,Afternoon,Scooter,Urban,Saturday,33.4
8.34,2.0,4.8,4,19.7,Fog,High,Morning,Bicycle,Rural,Monday,94.8
6.7,1.2,4.4,7,36.9,Clear,High,Night,Car,Urban,Saturday,72.3
2.92,8.3,5.0,6,33.2,Cloudy,Medium,Morning,Bike,Suburban,Thursday,52.3
5.53,4.3,4.0,4,20.8,Clear,High,Evening,Car,Urban,Sunday,55.5
4.27,5.6,4.3,5,27.2,Clear,Medium,Evening,Bike,Suburban,Wednesday,37.8
9.29,3.6,4.7,2,13.8,Fog,High,Evening,Bike,Urban,Sunday,78.7
3.06,3.9,3.6,3,23.3,Storm,High,Evening,Bike,Urban,Thursday,66.9
7.28,1.0,4.3,3,20.5,Clear,High,Evening,Scooter,Urban,Sunday,66.1
4.89,4.4,4.3,8,26.6,Fog,High,Morning,Bike,Urban,Friday,67.1
8.84,6.0,4.3,4,10.9,Clear,Medium,Morning,Scooter,Urban,Wednesday,45.9
4.17,,3.8,4,27.4,Storm,High,Evening,Bicycle,Urban,Saturday,83.9
2.85,2.5,4.3,4,,Rain,Low,Afternoon,Car,Urban,Thursday,38.8
6.67,1.9,4.3,4,15.5,Clear,High,Morning,Bike,Rural,Wednesday,56.6
4.57,5.0,3.9,1,10.0,Cloudy,Medium,Morning,Scooter,Urban,Thursday,41.1
9.08,4.8,4.4,7,18.9,Rain,Low,Afternoon,Bike,Rural,Sunday,49.6
2.98,5.6,4.7,8,31.5,Clear,High,Morning,Bike,Urban,Saturday,57.3
4.64,0.1,3.9,4,16.6,Clear,Medium,Morning,Bicycle,Urban,Tuesday,44.8
0.5,3.7,4.3,5,16.7,Cloudy,Medium,Night,Bicycle,Urban,Saturday,37.2
3.46,0.7,4.7,3,10.7,Clear,Medium,Afternoon,Bike,Urban,Thursday,29.0
4.02,4.2,4.7,2,20.2,Clear,Medium,Night,Bike,Urban,Monday,32.8
0.99,1.1,4.1,4,11.5,Clear,Medium,Night,Bike,Suburban,Tuesday,24.0
1.75,4.8,4.6,5,18.0,Rain,High,Morning,Scooter,Suburban,Monday,44.1
1.85,1.1,4.1,3,6.6,Clear,High,Evening,Bike,Urban,Friday,32.3
3.78,,4.5,3,18.0,Cloudy,Medium,Evening,Bike,Urban,Tuesday,41.7
3.28,6.9,3.9,4,19.6,Clear,Medium,Evening,Scooter,Urban,Monday,42.0
3.32,3.2,3.6,4,11.0,Clear,Medium,Morning,Bike,Suburban,Wednesday,35.0
1.01,3.2,4.4,3,9.1,Cloudy,Medium,Morning,Car,Urban,Saturday,33.1
7.7,,4.5,3,22.2,Clear,Medium,Morning,Car,Urban,Friday,53.1
9.03,6.5,4.4,5,14.7,Cloudy,Medium,Evening,Scooter,Urban,Thursday,46.0
1.27,4.4,3.8,6,20.9,Clear,Medium,Night,Scooter,Urban,Saturday,35.0
3.15,4.2,3.2,4,31.1,Cloudy,Medium,Evening,Car,Suburban,Monday,46.1
3.26,1.3,4.5,7,11.8,Clear,High,Evening,Bike,Urban,Sunday,
5.15,3.7,4.7,7,16.4,Rain,Medium,Night,Car,Urban,Tuesday,40.2
5.96,14.0,3.4,1,8.8,Clear,High,Evening,Bike,Rural,Monday,42.9
10.44,2.0,4.0,7,20.3,Fog,High,Morning,Bicycle,Rural,Wednesday,102.1
1.65,6.8,3.8,4,31.4,Clear,High,Evening,Bike,Urban,Monday,54.4
6.12,0.4,4.2,3,14.8,Clear,Low,Afternoon,Car,Urban,Tuesday,33.4
5.05,5.5,4.7,6,14.8,Cloudy,Medium,Morning,Bike,Suburban,Saturday,32.4
1.41,4.5,4.1,3,28.2,Clear,High,Afternoon,Car,Urban,Wednesday,49.9
3.05,2.9,4.0,4,14.2,Cloudy,Low,Night,Scooter,Urban,Monday,26.7
1.55,4.3,4.3,6,12.8,Rain,Low,Afternoon,Bike,Urban,Friday,24.1
12.31,4.4,3.3,1,23.4,Rain,Medium,Afternoon,Car,Urban,Friday,62.6
6.87,4.4,,4,13.5,Cloudy,High,Morning,Bike,Rural,Sunday,58.8
2.76,2.6,4.6,5,15.5,Storm,High,Morning,Scooter,Suburban,Tuesday,54.3
3.16,2.3,4.2,2,16.5,Cloudy,Medium,Morning,Bike,Rural,Saturday,40.4
4.85,1.8,4.0,3,37.1,Clear,High,Evening,Car,Suburban,Friday,75.5
3.01,0.9,4.0,4,21.6,Rain,High,Evening,Car,Suburban,Friday,56.3
6.07,3.2,4.0,3,16.4,Clear,High,Morning,Scooter,Suburban,Tuesday,51.5
10.03,6.2,4.1,3,20.6,Clear,Low,Afternoon,Car,Suburban,Thursday,47.2
6.63,2.3,3.6,6,23.2,Clear,High,Morning,Car,Urban,Tuesday,59.8
1.77,1.3,4.3,3,13.6,Clear,Medium,Morning,Scooter,Urban,Friday,32.7
2.78,1.8,4.0,8,21.1,Clear,Medium,Evening,Bike,Urban,Friday,41.9
1.3,3.6,4.2,5,28.4,Clear,Medium,Evening,Scooter,Urban,Tuesday,43.2
2.3,3.6,3.9,2,11.7,Cloudy,High,Evening,Bike,Urban,Tuesday,41.1
7.48,1.7,4.3,3,8.6,Rain,Medium,Afternoon,Scooter,Urban,Sunday,41.9
2.44,3.3,4.7,3,12.1,Fog,Medium,Evening,Bike,Urban,Thursday,38.4
6.11,2.9,4.2,5,18.2,Clear,Medium,Morning,Car,Urban,Thursday,49.0
2.66,4.8,3.5,5,21.5,Clear,High,Morning,Scooter,Urban,Sunday,47.7
6.55,7.9,,5,13.8,Cloudy,High,Night,Scooter,Urban,Tuesday,49.4
1.73,2.2,4.2,1,17.7,Clear,Medium,Evening,Bike,Urban,Friday,24.0
4.33,1.9,4.1,5,21.6,Clear,Medium,Night,Bike,Rural,Saturday,38.7
12.24,3.6,3.9,3,13.0,Cloudy,High,Night,Car,Urban,Wednesday,79.5
1.87,4.1,4.1,6,32.0,Rain,High,Evening,Scooter,Urban,Wednesday,60.3
7.61,4.9,4.5,8,13.2,Clear,Medium,Night,Bicycle,Urban,Sunday,47.8
5.45,0.8,4.0,6,10.4,Cloudy,Medium,Afternoon,Scooter,Suburban,Monday,31.1
2.23,10.8,4.7,5,14.0,Cloudy,High,Morning,Bike,Suburban,Tuesday,29.3
2.26,2.7,3.9,5,12.2,Rain,Medium,Morning,Scooter,Urban,Wednesday,38.4
3.14,2.0,3.8,5,19.0,Clear,High,Morning,Scooter,Urban,Saturday,50.3
7.71,1.3,4.1,1,9.8,Rain,High,Morning,Bike,Suburban,Thursday,65.4
7.82,2.3,3.4,5,15.4,Rain,Medium,Afternoon,Scooter,Rural,Tuesday,44.0
6.08,0.9,4.1,2,11.0,Clear,High,Evening,Bike,Urban,Thursday,53.2
5.01,6.8,4.0,5,16.5,Cloudy,Medium,Evening,Bike,Urban,Thursday,42.3
5.12,2.9,4.4,6,17.7,Cloudy,High,Evening,Bike,Urban,Friday,54.2
12.51,,3.5,3,8.4,Clear,High,Morning,Scooter,Urban,Saturday,76.1
5.76,6.0,4.4,6,14.9,Cloudy,High,Evening,Car,Suburban,Wednesday,48.5
10.47,2.8,4.2,3,16.0,Clear,High,Afternoon,Bike,Rural,Friday,73.7
4.25,1.9,4.8,4,12.9,Rain,Medium,Morning,Car,Rural,Friday,43.7
9.02,8.8,,12,28.9,Clear,High,Afternoon,Car,Suburban,Saturday,74.9
6.65,2.3,4.3,3,20.3,Cloudy,High,Afternoon,Bike,Urban,Friday,54.6
10.41,0.5,4.4,3,40.0,Clear,Low,Afternoon,Bike,Rural,Monday,73.4
3.12,3.2,3.4,4,20.0,Cloudy,High,Evening,Bike,Urban,Friday,47.2
0.9,3.0,4.6,4,8.4,Rain,High,Evening,Bike,Urban,Friday,36.1
5.67,2.0,4.1,2,24.7,Cloudy,High,Evening,Bicycle,Suburban,Friday,64.1
3.97,1.8,3.7,4,10.4,Cloudy,High,Morning,Car,Urban,Wednesday,50.8
11.91,3.4,4.1,4,15.4,Clear,Medium,Evening,Bike,Suburban,Monday,52.7
11.72,2.4,4.6,4,31.0,Clear,Medium,Evening,Scooter,Rural,Tuesday,61.6
4.35,2.7,4.0,8,10.7,Rain,High,Morning,Bike,Suburban,Tuesday,54.5
14.27,3.9,4.2,4,7.3,Clear,High,Evening,Bike,Suburban,Tuesday,75.0
3.96,2.6,3.4,3,26.9,Rain,Medium,Afternoon,Bike,Urban,Tuesday,43.3
11.27,2.1,3.8,9,14.5,Cloudy,Medium,Afternoon,Bike,Urban,Monday,54.6
0.71,5.0,4.4,2,13.7,Fog,Medium,Morning,Bike,Suburban,Tuesday,34.1
16.05,2.4,4.6,1,8.2,Clear,Medium,Afternoon,Bike,Suburban,Sunday,52.9
11.48,2.0,4.2,2,15.1,Cloudy,Low,Morning,Bike,Rural,Thursday,49.6
2.04,1.1,4.4,4,9.1,Clear,Medium,Morning,Scooter,Urban,Wednesday,27.8
13.31,1.6,4.0,2,17.1,Fog,Medium,Morning,Scooter,Urban,Friday,64.7
0.53,1.3,,4,13.9,Cloudy,Low,Night,Bike,Urban,Thursday,21.7
1.51,1.0,3.7,6,19.8,Cloudy,Medium,Afternoon,Scooter,Suburban,Monday,31.4
,1.8,4.0,6,31.4,Rain,Medium,Afternoon,Bike,Suburban,Thursday,49.6
13.81,4.0,4.1,10,25.6,Clear,,Afternoon,Bicycle,Rural,Wednesday,75.6
4.98,3.2,3.6,7,43.0,Cloudy,High,Night,Bike,Urban,Friday,78.4
0.96,2.5,5.0,8,19.4,Rain,High,Evening,Scooter,Urban,Tuesday,43.4
2.21,4.3,3.9,5,17.7,Clear,Low,Night,Bike,Urban,Thursday,25.6
2.7,2.1,4.2,4,12.2,Fog,Low,Afternoon,Bike,Urban,Tuesday,25.2
5.38,3.8,3.7,1,5.0,Fog,High,Morning,Scooter,Urban,Wednesday,52.0
3.65,4.9,3.0,5,31.8,Storm,Medium,Evening,Car,Suburban,Friday,63.1
8.6,0.5,4.8,3,27.5,Rain,High,Afternoon,Bicycle,Urban,Tuesday,83.6
0.9,3.1,4.2,5,13.9,Clear,High,Evening,Scooter,Urban,Wednesday,38.1
6.13,4.2,3.3,4,,Cloudy,High,Evening,Bike,Suburban,Monday,58.3
1.52,4.0,3.8,3,18.0,Clear,Medium,Afternoon,Car,Suburban,Friday,37.9
10.14,,4.9,6,8.1,Rain,Medium,Night,Bike,Urban,Thursday,41.8
6.18,2.2,4.3,7,17.5,Clear,High,Evening,Scooter,Urban,Saturday,57.7
3.65,2.7,3.2,2,11.3,Rain,Low,Afternoon,Car,Suburban,Thursday,31.7
3.03,7.1,4.0,5,9.4,Clear,High,Afternoon,Bike,Suburban,Sunday,31.8
5.21,0.7,4.1,5,16.5,Clear,High,Morning,Scooter,Suburban,Tuesday,50.0
8.43,1.9,4.3,2,11.2,Clear,High,Evening,Bike,Urban,Saturday,66.8
5.03,3.1,4.1,4,14.6,Rain,Medium,Morning,Bike,Urban,Thursday,42.5
7.42,1.0,3.5,1,18.0,Clear,,Afternoon,Bicycle,Rural,Wednesday,57.8
1.87,2.6,3.9,2,13.7,Clear,High,Evening,Bike,Urban,Saturday,41.7
3.51,5.0,3.8,6,24.5,Clear,Medium,Morning,Bike,Urban,Sunday,43.8
11.99,4.5,4.4,6,15.3,Clear,High,Morning,Scooter,Rural,Saturday,86.8
6.83,3.1,3.9,6,20.5,Fog,,Evening,Bike,Urban,Wednesday,68.5
9.22,3.5,3.9,6,9.6,Cloudy,High,Morning,Bike,Suburban,Thursday,64.6
1.79,0.3,4.1,4,14.8,Clear,Medium,Afternoon,Bike,Suburban,Tuesday,30.6
0.95,1.3,3.8,5,19.7,Clear,Medium,Afternoon,Scooter,Urban,Friday,31.4
6.43,2.0,4.7,1,13.9,Clear,Medium,Morning,Scooter,Suburban,Wednesday,36.9
1.2,2.5,4.6,4,18.5,Clear,High,Morning,Car,Urban,Tuesday,42.9
9.21,5.2,4.6,4,8.9,Clear,Medium,Evening,Bike,Suburban,Monday,35.4
